year,exported_at,FAC_NO,FAC_NAME,FAC_STR_ADDR,FAC_CITY,FAC_ZIP,FAC_PHONE,LICENSE_NO,LICENSE_STATUS,LIC_CAT,HHAH_LICEE_TOC,HHAH_MEDI_CAL_VISITS,HHAH_MEDICARE_VISITS,HOSPICE_PATS_PAID_BY_MEDI_CAL,HOSPICE_PATS_PAID_BY_MEDICARE,HOSPICE_MEDI_CAL_REVENUE,HOSPICE_MEDICARE_REVENUE,HOSPICE_TOT_OPER_REVENUE,HOSPICE_NET_INCOME
2024,2026-01-16T17:15:21Z,406193228,LIBERTY HOSPICE CARE,"14407 GILMORE ST, SUITE 202B",VAN NUYS,91401,(747) 272-9887,550006244,Open,Hospice,,,,15,170,443733,6198293,6642026,273075
2024,2026-01-16T17:15:21Z,406193231,"N&I HOSPICE, INC.","333 S CENTRAL AVE, SUITE 103",GLENDALE,91204,818-751-2211,550006304,Open,Hospice,,,,8,116,232878,4202655,1791263,-2536998
2024,2026-01-16T17:15:21Z,406193232,"NEW WAY HOSPICE AND PALLIATIVE CARE, INC","13701 RIVERSIDE DR, UNIT 314",SHERMAN OAKS,91423,818-259-9466,550006272,Open,Hospice,,,,27,16,548655,253127,801532,186640
2024,2026-01-16T17:15:21Z,406193236,SIGNATURE NURSING CARE SERVICES INC,"4425 W RIVERSIDE DR, STE 201A",BURBANK,91505,8182103555,550006291,Open,Hospice,,,,24,29,323411,724519,1079555,256141
2024,2026-01-16T17:15:21Z,406193239,SPRINGFIELD HOSPICE SERVICES,"6740 KESTER AVE, UNIT 205A",VAN NUYS,91405,818-518-8233,550006271,Open,Hospice,,,,,58,,643336,1241849,288741
2024,2026-01-16T17:15:21Z,406193242,YOUR CHOICE PALLIATIVE CARE INC,"847 N HOLLYWOOD WAY, SUITE 206",BURBANK,91505,(818) 4337787,550006235,Open,Hospice,,,,23,14,1047255,198652,1245907,39636
2024,2026-01-16T17:15:21Z,406193243,ALL LIVES MATTER HOSPICE,"1254 S WATERMAN AVE, SUITE 45",SAN BERNARDINO,92408,(909)521-7555,550006638,Open,Hospice,,,,2,50,6284,1081486,1127770,673116
2024,2026-01-16T17:15:21Z,406193244,"GOLDEN TIME HOSPICE, INC","24355 LYONS AVE, STE 235",SANTA CLARITA,91321,661-490-9910,550006636,Open,Hospice,,,,,47,,1180109,888418,48838
2024,2026-01-16T17:15:21Z,406193246,"VAPIANO HOSPICE CARE, INC.","6454 VAN NUYS BLVD, SUITE 110/7",VAN NUYS,91401,7472660100,550006637,Open,Hospice,,,,31,51,1263378,1596082,2841491,77983
2024,2026-01-16T17:15:21Z,406193248,HOSPICE FOR YOU INC,"2233 HONOLULU AVE, SUITE 202",MONTROSE,91020,(818) 433-4495,550006641,Open,Hospice,,,,16,88,790105,1413085,2136614,845767
2024,2026-01-16T17:15:21Z,406193249,"PERENNIAL HOSPICE, INC","14664 VICTORY BLVD, SUITE 202",VAN NUYS,91411,(818) 533-1811,550006635,Open,Hospice,,,,1,63,22801,1757892,1780693,510
2024,2026-01-16T17:15:21Z,406193250,FEDERAL HOSPICE CARE INC,"18340 VENTURA BLVD, SUITE 204",TARZANA,91356,818-237-8772,550006640,Open,Hospice,,,,,43,,996582,996582,93323
2024,2026-01-16T17:15:21Z,406193252,"SAPPHIRE HOSPICE, INC","6931 VAN NUYS BLVD, SUITE 314A",VAN NUYS,91405,(818) 649-3022,550006644,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193253,A PLUS HOME HEALTH SERVICES INC,"28310 ROADSIDE DR, SUITE 239",AGOURA HILLS,91301,818-254-9448,550006776,Open,Home Health Agency,Investor - Corporation,,3191,,,,,,
2024,2026-01-16T17:15:21Z,406193254,"CENTURION HOME HEALTH CARE, INC.","15130 VENTURA BLVD, STE 203",SHERMAN OAKS,91403,(747) 264-1489,550006783,Open,Home Health Agency,Investor - Corporation,,7395,,,,,,
2024,2026-01-16T17:15:21Z,406193256,MALTA HOME HEALTH,"7257 VASSAR AVE, UNIT 200A",CANOGA PARK,91303,8185315751,550006795,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193257,"CARNATION HOME HEALTH CARE, INC.","600 W BROADWAY, SUITE 335",GLENDALE,91204,(818) 312-2440,550006785,Open,Home Health Agency,Investor - Corporation,0,250,,,,,,
2024,2026-01-16T17:15:21Z,406193259,HDE HOME HEALTH CARE INC,"225 E BROADWAY, SUITE B103B",GLENDALE,91205,747-349-5444,550006775,Open,Home Health Agency,Investor - Corporation,,263,,,,,,
2024,2026-01-16T17:15:21Z,406193260,"PRIMARY CHOICE HOME HEALTH CARE, INC.","5658 SEPULVEDA BLVD, SUITE 302",VAN NUYS,91411,818-901-2690,550006773,Open,Home Health Agency,Investor - Corporation,,3571,,,,,,
2024,2026-01-16T17:15:21Z,406193261,"SKYLIGHT HOSPICE, INC.","715 N CENTRAL AVE, SUITE 212",GLENDALE,91203,7476660681,550006794,Open,Hospice,,,,2,46,20847,1007535,3994893,227285
2024,2026-01-16T17:15:21Z,406193265,TRIUMPH HOME HEALTH CARE SERVICES,"121 S GLENOAKS BLVD, SUITE 1",BURBANK,91502,8183120000,550007049,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193268,BLESS HOME HEALTH,"17042 DEVONSHIRE ST, SUITE 205",NORTHRIDGE,91325,(747)271-3030,550006733,Open,Home Health Agency,Investor - Corporation,0,1489,,,,,,
2024,2026-01-16T17:15:21Z,406193269,"HELPING HANDS HOME HEALTH BEST CARE, INC.","14545 VICTORY BLVD., SUITE 407",VAN NUYS,91411,3108978241,550006808,Open,Home Health Agency,Investor - Corporation,0,6202,,,,,,
2024,2026-01-16T17:15:21Z,406193270,"MELODY HOME HEALTH CARE, INC","12444 VICTORY BLVD, SUITE 217",NORTH HOLLYWOOD,91606,747-282-0370,550006806,Open,Home Health Agency,Investor - Corporation,,159,,,,,,
2024,2026-01-16T17:15:21Z,406193272,PROLIFIC HOME HEALTH,"2116 N GLENOAKS BLVD, SUITE 2",BURBANK,91504,424-371-4386,550006805,Open,Home Health Agency,Investor - Corporation,,4320,,,,,,
2024,2026-01-16T17:15:21Z,406193276,5 STAR HOSPICE,"269 W ALAMEDA AVE, SUITE SUITE F",BURBANK,91502,747-800-7888,550007017,Open,Hospice,,,,,66,,1139128,1143134,247838
2024,2026-01-16T17:15:21Z,406193277,"NU CARE HOSPICE, INC.","6055 E WASHINGTON BLVD, SUITE 490",COMMERCE,90040,7472020514,550007166,Open,Hospice,,,,,24,0,335595,960517,583714
2024,2026-01-16T17:15:21Z,406193278,CARE POINT HOSPICE INC,"12444 VICTORY BLVD, SUITE 220",NORTH HOLLYWOOD,91606,6097876747,550007111,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193279,"DIVINE HEALTH HOSPICE, INC.","225 E BROADWAY, SUITE 111AB",GLENDALE,91205,(818) 319-3100,550007115,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193280,ETERNAL LOVE HOSPICE,"144 N GLENDALE AVE, SUITE 108",GLENDALE,91206,747-215-6515,550007112,Open,Hospice,,,,,18,,269290,269290,3330
2024,2026-01-16T17:15:21Z,406193281,"ELEVATE HOSPICE CARE, INC.","14545 FRIAR ST, SUITE 139",VAN NUYS,91411,818-850-2151,550007189,Closed,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193283,"CURAE HOSPICE CARE, INC.","14545 FRIAR ST, SUITE 161",VAN NUYS,91411,818-964-4450,550007106,Open,Hospice,,,,,11,,132166,132166,-20532
2024,2026-01-16T17:15:21Z,406193285,"MS HOSPICE & PALLIATIVE CARE, INC.","5435 BALBOA BLVD, SUITE 204",ENCINO,91316,(747) 322-0126,550007113,Open,Hospice,,,,18,18,499027,272837,773763,336705
2024,2026-01-16T17:15:21Z,406193292,"TRI CITY HOSPICE, INC",13096 BORDEN AVE,SYLMAR,91342,818-433-4524,550007167,Open,Hospice,,,,7,59,235596,1192624,2380380,234795
2024,2026-01-16T17:15:21Z,406193293,"SORS HOSPICE, INC","3200 WILSHIRE BLVD, SUITE 306",LOS ANGELES,90010,213-915-0029,550007168,Open,Hospice,,,,,12,,268628,271782,-75562
2024,2026-01-16T17:15:21Z,406193294,"EDEN HOSPICE, INC.","25 WHEELER AVE, SUITE M",ARCADIA,91006,7605020999,550007183,Open,Hospice,,,,2,25,156384,433100,745868,40628
2024,2026-01-16T17:15:21Z,406193295,"ROSE GARDEN HOSPICE, INC.","3171 LOS FELIZ BLVD, SUITE 311A",LOS ANGELES,90039,3237410012,550007169,Open,Hospice,,,,1,8,37853,314998,352851,2765
2024,2026-01-16T17:15:21Z,406193298,"AMG HOME HEALTH, INC","1234 S GLENDALE AVE, SUITE A",GLENDALE,91205,818-835-9889,550007108,Open,Home Health Agency,Investor - Corporation,,2769,,,,,,
2024,2026-01-16T17:15:21Z,406193299,AA FAMILY HOSPICE INC.,"239 E ALAMEDA AVE, SUITE 101",BURBANK,91502,6192545473,550007186,Open,Hospice,,,,,46,,595421,595453,-77637
2024,2026-01-16T17:15:21Z,406193300,"ARCHO GROUP, INC","6309 VAN NUYS BLVD, SUITE 209",VAN NUYS,91401,747-666-1106,550007185,Open,Hospice,,,,,46,,1737993,1737993,6566
2024,2026-01-16T17:15:21Z,406193302,"VBK HOSPICE, INC.","450 N BRAND BLVD, STE 600",GLENDALE,91203,(626) 380-8609,550006516,Open,Hospice,,,,21,67,241430,956790,1198220,-62486
2024,2026-01-16T17:15:21Z,406193303,ANGEL OF MERCY HOSPICE,"133 N ALTADENA DR, STE 260",PASADENA,91107,8185994022,550007116,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193304,ANGEL'S CARING HANDS HOSPICE CARE,"517 COMMERCIAL ST, SUITE C",GLENDALE,91203,747-240-6656,550007178,Open,Hospice,,,,,1,,25535,25535,-85253
2024,2026-01-16T17:15:21Z,406193306,"ATLANTICA MANAGEMENT, INC",10520 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601,818-946-4080,550007180,Open,Hospice,,,,,63,,1591048,1603861,52872
2024,2026-01-16T17:15:21Z,406193309,"SUPREME HOME CARE SERVICES, INC.","100 N BRAND BLVD, STE 416",GLENDALE,91203,(818) 395-4141,550007174,Open,Home Health Agency,Investor - Corporation,,3476,,,,,,
2024,2026-01-16T17:15:21Z,406193310,"UNITED HOME HEALTH, INC.","3800 LA CRESCENTA AVE, SUITE 209",LA CRESCENTA,91214,(818) 208-8884,550007172,Open,Home Health Agency,Investor - Corporation,,6839,,,,,,
2024,2026-01-16T17:15:21Z,406193313,BRIGHT MOON HOSPICE INC,"9420 TOPANGA CANYON BLVD, STE 208 A",CHATSWORTH,91311,7472558496,550007118,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193314,CROWNING COMFORT HOSPICE INC,"401 N BRAND BLVD, SUITE 238",GLENDALE,91203,818-480 4717,550007119,Closed,Hospice,,,,7,30,115916,273605,389521,-6305
2024,2026-01-16T17:15:21Z,406193316,HELPING HAND HOSPICE,"101 S 1ST ST, STE 202",BURBANK,91502,8182455189,550007160,Open,Hospice,,,,4,35,166521,754152,920673,86236
2024,2026-01-16T17:15:21Z,406193318,"HOMEBRIDGE HOSPICE, INC.","127 S BRAND BLVD, SUITE 226",GLENDALE,91204,747-215-9083,550007161,Open,Hospice,,,,6,16,25600,290765,316365,231800
2024,2026-01-16T17:15:21Z,406193321,"MERCY VILLA HOSPICE, INC","9700 RESEDA BLVD, SUITE 100",NORTHRIDGE,91324,818-602-8188,550007121,Open,Hospice,,,,,90,,2487490,2740628,20866
2024,2026-01-16T17:15:21Z,406193323,"PLATINUM STAR HOSPICE, INC.",801 E BROADWAY,GLENDALE,91205,4247777701,550007123,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193324,SAINT MARIAM HOSPICE SERVICES INC,"19725 SHERMAN WAY, SUITE 100",WINNETKA,91306,818-818-6293,550007124,Open,Hospice,,,,16,66,36799,1581256,2486823,701790
2024,2026-01-16T17:15:21Z,406193325,"SAINT MARK HOSPICE, INC","7311 VAN NUYS BLVD, UNIT 3",VAN NUYS,91405,562-554-1700,550007163,Open,Hospice,,,,12,15,165540,215418,380363,60001
2024,2026-01-16T17:15:21Z,406193326,"TOUCH OF HOPE HOSPICE, INC.","5311 TOPANGA CANYON BLVD, SUITE 306",WOODLAND HILLS,91364,(888)742-1102,550007164,Open,Hospice,,,,,2,,20393,20393,-51182
2024,2026-01-16T17:15:21Z,406193328,LENTA HOSPICE,"3330 BARHAM BLVD, SUITE 201",LOS ANGELES,90068,7475007013,550007027,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193330,MOUNT SINAI HOSPICE AND PALLIATIVE CARE INC,"6047 TAMPA AVE, SUITE 310",TARZANA,91356,(951)405-8186,550007023,Open,Hospice,,,,0,33,,696881,1175864,1175864
2024,2026-01-16T17:15:21Z,406193331,"MALIBU HOME HEALTH, INC.","30125 AGOURA RD, SUITE F",AGOURA HILLS,91301,4243888808,550007171,Open,Home Health Agency,Investor - Limited Liability Company,0,1205,,,,,,
2024,2026-01-16T17:15:21Z,406193334,ENSURE HOSPICE INC.,"1609 E PALMDALE BLVD, UNIT B",PALMDALE,93550,7472625572,550007025,Open,Hospice,,,,23,99,561586,2400590,4422235,655384
2024,2026-01-16T17:15:21Z,406193335,"INDIGO HOME HEALTH CARE, INC.","11755 VICTORY BLVD, SUITE 211",NORTH HOLLYWOOD,91606,323-356-4183,550007153,Open,Home Health Agency,Investor - Corporation,,4224,,,,,,
2024,2026-01-16T17:15:21Z,406193338,"SAFE LIFE HOSPICE, INC","14545 FRIAR ST, SUITE 202Q",VAN NUYS,91411,(747) 234-0944,550006978,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193340,"EM HOME HEALTH, INC.","21900 BURBANK BLVD, STE 116",WOODLAND HILLS,91367,(818) 434-4792,550006951,Open,Home Health Agency,Investor - Corporation,,2665,,,,,,
2024,2026-01-16T17:15:21Z,406193341,CARE NET HOME HEALTH INC.,"4115 E LIVE OAK AVE, STE 9",ARCADIA,91006,626-788-3775,550006947,Open,Home Health Agency,Investor - Corporation,,1388,,,,,,
2024,2026-01-16T17:15:21Z,406193343,ANGEL'S VISIT HOME HEALTH,"21006 DEVONSHIRE ST, STE 205",CHATSWORTH,91311,(747) 224-0856,550006949,Open,Home Health Agency,Investor - Corporation,,2139,,,,,,
2024,2026-01-16T17:15:21Z,406193348,ARIA HEALTH HOME CARE INC.,"17941 VENTURA BLVD, SUITE 206",ENCINO,91316,7474444133,550007144,Open,Home Health Agency,Investor - Corporation,0,864,,,,,,
2024,2026-01-16T17:15:21Z,406193350,"THOUGHTFUL HOME HEALTH, INC.","4119 W BURBANK BLVD, STE 140",BURBANK,91505,(818) 650-8099,550006943,Open,Home Health Agency,Investor - Corporation,,6789,,,,,,
2024,2026-01-16T17:15:21Z,406193352,"SELAPHIEL HOME HEALTH CARE, INC","1160 N CENTRAL AVE, UNIT 212A",GLENDALE,91202,8888004885,550006959,Open,Home Health Agency,Investor - Corporation,0,6507,,,,,,
2024,2026-01-16T17:15:21Z,406193353,"PROTECTIVE HOME HEALTH CARE, INC.","221 E GLENOAKS BLVD, UNIT 222A",GLENDALE,91207,818-660-2364,550006812,Open,Home Health Agency,Investor - Corporation,0,1495,,,,,,
2024,2026-01-16T17:15:21Z,406193354,"HFS HOSPICE CARE, INC","7335 VAN NUYS BLVD, SUITE 202",VAN NUYS,91405,626-833-5543,550006954,Open,Hospice,,,,1,11,1465,219753,221218,66989
2024,2026-01-16T17:15:21Z,406193355,BRIGHT SOURCE HOSPICE LLC,"22024 LASSEN ST, OFFICE 113",CHATSWORTH,91311,310-383-7760,550006955,Open,Hospice,,,,4,72,28458,949250,1007271,134652
2024,2026-01-16T17:15:21Z,406193356,"CA VALLEY HOSPICE, INC","18747 SHERMAN WAY, SUITE 111",RESEDA,91335,7472557252,550006992,Open,Hospice,,,,23,52,531250,1031134,1562384,760316
2024,2026-01-16T17:15:21Z,406193359,COMFORTCARE HOSPICE INC,"401 N BRAND BLVD, UNIT 822",GLENDALE,91203,424-282-0009,550006995,Open,Hospice,,,,41,11,641951,103191,763592,-4505
2024,2026-01-16T17:15:21Z,406193360,"DIAMOND KEY HOSPICE, INC","19634 VENTURA BLVD, SUITE 112",TARZANA,91356,8184765477,550006996,Open,Hospice,,,,4,149,334351,2614705,4544721,60430
2024,2026-01-16T17:15:21Z,406193361,EMPYREAN HOSPICE AND PALLIATIVE CARE INC,2396 E FOOTHILL BLVD,PASADENA,91107,(818) 415-8985,550006968,Open,Hospice,,,,1,42,8229,962686,1085785,88559
2024,2026-01-16T17:15:21Z,406193362,GLOWING SMILE HOSPICE,"14545 FRIAR ST, SUITE 205-K",VAN NUYS,91411,747-257-0030,550006969,Open,Hospice,,,,,2,,,,-46209
2024,2026-01-16T17:15:21Z,406193363,"HEAVENS ANGELS HOSPICE, INC","14416 VICTORY BLVD, SUITE 207",VAN NUYS,91401,747-264-1654,550006997,Open,Hospice,,,,7,41,260801,1298180,1558981,656712
2024,2026-01-16T17:15:21Z,406193364,HOMESERVE HOSPICE INC,"2777 PACIFIC AVE, SUITE J",LONG BEACH,90806,(562) 317-8676,550006998,Closed,Hospice,,,,2,23,6669,392294,364873,-80867
2024,2026-01-16T17:15:21Z,406193366,"HOUSE OF FAITH HOSPICE CARE, INC","14545 FRIAR ST, SUITE 165",VAN NUYS,91411,747-234-0960,550006970,Open,Hospice,,,,1,1,550,1651,2201,-9697
2024,2026-01-16T17:15:21Z,406193368,"LEGACY OF TENDER CARE HOSPICE, INC","3643 SAN FERNANDO RD, SUITE B",GLENDALE,91204,818-324-1902,550007000,Open,Hospice,,,,14,48,227582,506431,734013,-189949
2024,2026-01-16T17:15:21Z,406193369,"AVA HOME HEALTH CARE, INC.","333 N SANTA ANITA AVE, SUITE 13A",ARCADIA,91006,626-461-5271,550007101,Open,Home Health Agency,Investor - Corporation,,2932,,,,,,
2024,2026-01-16T17:15:21Z,406193370,SOUL CARE HOME HEALTH,"21243 VENTURA BLVD, SUITE 235",WOODLAND HILLS,91364,8185644515,550007126,Open,Home Health Agency,Investor - Corporation,,1332,,,,,,
2024,2026-01-16T17:15:21Z,406193372,MEDALLION HOSPICE CARE INC,"6309 VAN NUYS BLVD, SUITE 204",VAN NUYS,91401,(747) 240-0822,550007001,Open,Hospice,,,,0,30,,295772,2782874,176461
2024,2026-01-16T17:15:21Z,406193373,"DAY & NIGHT HOSPICE CARE, INC.","11485 VENTURA BLVD, UNIT B",STUDIO CITY,91604,800-485-3565,550007179,Open,Hospice,,,,,32,,320784,320784,18223
2024,2026-01-16T17:15:21Z,406193375,NARINAS HOSPICE SERVICES,"14545 FRIAR ST, SUITE 205P",VAN NUYS,91411,747-786-8045,550006971,Open,Hospice,,,,18,24,237956,461175,699131,134857
2024,2026-01-16T17:15:21Z,406193377,"OLIVE GLEN HOSPICE CARE, INC.","121 S GLENOAKS BLVD, SUITE 2A",BURBANK,91502,818-300-8844,550007002,Open,Hospice,,,,15,62,406868,1381039,2327770,188118
2024,2026-01-16T17:15:21Z,406193378,"PEACEFUL MIND HOSPICE CARE, INC.","725 S GLENDALE AVE, STE H",GLENDALE,91205,818-900-6652,550007003,Open,Hospice,,,,2,2,2278,65199,69734,-13544
2024,2026-01-16T17:15:21Z,406193382,"PERFECT HARMONY HOSPICE CARE, INC.","225 E BROADWAY, STE B101F",GLENDALE,91206,8187457176,550007004,Open,Hospice,,,,0,5,0,0,,-74800
2024,2026-01-16T17:15:21Z,406193384,TRI MEADOWS HEALTHCARE LLC,"8622 RESEDA BLVD, STE 204",NORTHRIDGE,91324,8188186125,550006521,Open,Hospice,,,,0,5,0,193366,153666,-9142
2024,2026-01-16T17:15:21Z,406193386,"GLENWOOD HOME, INC.","425 S VICTORY BLVD, STE D",BURBANK,91502,(818) 813-5541,550006433,Open,Home Health Agency,Investor - Corporation,,4935,,,,,,
2024,2026-01-16T17:15:21Z,406193387,"BELOVED HOME HEALTH, INC.","2500 E FOOTHILL BLVD, SUITE 203",PASADENA,91107,(800) 893-5003,550007156,Open,Home Health Agency,Investor - Corporation,0,680,,,,,,
2024,2026-01-16T17:15:21Z,406193389,PROACTIVE HOSPICE INC,"2777 PACIFIC AVE, STE L1",LONG BEACH,90806,562-317-8797,550007005,Open,Hospice,,,,2,30,84059,626809,711841,75846
2024,2026-01-16T17:15:21Z,406193390,"PROFESSIONAL LIFECARE HOSPICE, INC.","8363 RESEDA BLVD, SUITE 200B",NORTHRIDGE,91324,8186442187,550007009,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193391,"SEVENTH OCEAN HOSPICE CARE, INC","8953 WOODMAN AVE, SUITE 211",PACOIMA,91331,(747) 307-4888,550007006,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193392,"BELIEVE HOSPICE, INC.","18747 SHERMAN WAY, SUITE 225",RESEDA,91335,8185389960,550007152,Open,Hospice,,,,1,26,76721,719372,745369,101093
2024,2026-01-16T17:15:21Z,406193393,"ST ALEX HOSPICE CARE, INC","14545 FRIAR ST, SUITE 257",VAN NUYS,91411,818-731-9269,550006973,Open,Hospice,,,,11,29,192763,389401,582164,18061
2024,2026-01-16T17:15:21Z,406193398,"RELIACARE HOME HEALTH, INC.","6262 GLADE AVE, STE 26",WOODLAND HILLS,91367,(747) 287-4978,550007173,Open,Home Health Agency,Investor - Corporation,,302,,,,,,
2024,2026-01-16T17:15:21Z,406193400,"XCLUSIVE HOSPICE CARE, INC.","3111 W BURBANK BLVD, SUITE 103A",BURBANK,91505,818-528-6045,550007008,Open,Hospice,,,,28,58,501528,1129830,1631358,203846
2024,2026-01-16T17:15:21Z,406193405,"OLIVEGLEN HOME HEALTH CARE, INC.","121 S GLENOAKS BLVD, SUITE 2",BURBANK,91502,747.283.0368,550007127,Open,Home Health Agency,Investor - Corporation,,4737,,,,,,
2024,2026-01-16T17:15:21Z,406193406,"FULL HEARTS HOSPICE CARE, INC.","530 S GLENOAKS BLVD, SUITE 207",BURBANK,91502,(818) 658-6363,550007130,Open,Hospice,,,,6,50,303078,1230138,1533216,72961
2024,2026-01-16T17:15:21Z,406193407,RESTORATIVE HOME HEALTH,"125 S LOUISE ST., SUITE 18",GLENDALE,91205,818-937-9104,550007104,Open,Home Health Agency,Investor - Corporation,,7105,,,,,,
2024,2026-01-16T17:15:21Z,406193408,BRIGHT FUTURE HOME CARE SERVICES,"6735 VAN NUYS BLVD, SUITE 303",VAN NUYS,91405,818-925-7400,550006845,Open,Home Health Agency,Investor - Corporation,,1850,,,,,,
2024,2026-01-16T17:15:21Z,406193409,EVOLVE HOME HEALTH,"22048 SHERMAN WAY, SUITE 313",CANOGA PARK,91303,(747) 230-4215,550007100,Open,Home Health Agency,Investor - Corporation,0,2090,,,,,,
2024,2026-01-16T17:15:21Z,406193411,HEALING HOME HEALTH,"815 S CENTRAL AVE, SUITE 4",GLENDALE,91204,(818) 207-7737,550007125,Open,Home Health Agency,Investor - Corporation,,138,,,,,,
2024,2026-01-16T17:15:21Z,406193413,"WATER LILY HOSPICE, INC.","6931 VAN NUYS BLVD, SUITE 315C",VAN NUYS,91405,(818) 502-8906,550007067,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193416,BRIGHTLANE OF CALIFORNIA,"503 1/2 S MYRTLE AVE, SUITE 3",MONROVIA,91016,8007802907,550006905,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406193417,D & A HOME HEALTH SERVICES,"2500 E FOOTHILL BLVD, SUITE 204",PASADENA,91107,626-313-3399,550006906,Open,Home Health Agency,Investor - Corporation,,2577,,,,,,
2024,2026-01-16T17:15:21Z,406193420,ANTELOPE VALLEY HOME HEALTH AGENCY,"445 W PALMDALE BLVD, SUITE L",PALMDALE,93551,6614072520,550006911,Open,Home Health Agency,Investor - Corporation,,197,,,,,,
2024,2026-01-16T17:15:21Z,406193422,"CAPITOL HOME HEALTH, INC.","6740 KESTER AVE, SUITE 204C",VAN NUYS,91405,8185684042,550006903,Open,Home Health Agency,Investor - Corporation,5794,26,,,,,,
2024,2026-01-16T17:15:21Z,406193423,"GIVING HANDS HOME HEALTH CARE, INC","15720 VENTURA BLVD, SUITE 303",ENCINO,91436,8184418003,550006904,Open,Home Health Agency,Investor - Corporation,,25,,,,,,
2024,2026-01-16T17:15:21Z,406193428,"ACTIVE LIGHT HOSPICE, INC.","303 N GLENOAKS BLVD, STE 245",BURBANK,91502,6615058907,550006726,Open,Hospice,,,,,1,0,3516,3516,-25546
2024,2026-01-16T17:15:21Z,406193430,"ALLEVIATE HOSPICE CARE, INC",13098 BORDEN AVE,SYLMAR,91342,(818) 433-4558,550006702,Open,Hospice,,,,1,11,106172,330577,498477,80145
2024,2026-01-16T17:15:21Z,406193431,"ASTER HOSPICE, INC.","5236 COLODNY DR, SUITE 208B",AGOURA HILLS,91301,805-600-8008,550006666,Open,Hospice,,,,,10,,50319,50319,-204370
2024,2026-01-16T17:15:21Z,406193432,"AVE MARIA HOSPICE, INC.","16438 VANOWEN ST, SUITE 208",VAN NUYS,91406,(747) 262-7272,550006727,Open,Hospice,,,,5,53,112380,1454457,1480163,24465
2024,2026-01-16T17:15:21Z,406193435,ARKAHOME HEALTH SERVICES,"6741 VAN NUYS BLVD, SUITE 224",VAN NUYS,91405,2132227722,550006941,Closed,Home Health Agency,Investor - Corporation,,4857,,,,,,
2024,2026-01-16T17:15:21Z,406193436,"BEST LEVEL HOSPICE, INC","17337 VENTURA BLVD, STE 303",ENCINO,91316,747-208-9744,550006667,Open,Hospice,,,,2,48,61200,1549677,2018277,129192
2024,2026-01-16T17:15:21Z,406193437,COMFORTZONE HOME HEALTH INC,"3429 OCEAN VIEW BLVD, SUITE G",GLENDALE,91208,818-473-9121,550007076,Open,Home Health Agency,Investor - Corporation,0,3498,,,,,,
2024,2026-01-16T17:15:21Z,406193438,"BRIGHT UNIVERSE HOSPICE, INC.","20149 DEVONSHIRE ST, SUITE 210B",CHATSWORTH,91311,818-334-7717,550006692,Open,Hospice,,,,10,47,241199,1340340,1581539,409943
2024,2026-01-16T17:15:21Z,406193441,HORIZON AID INC,"639 S GLENWOOD PL, UNIT 103",BURBANK,91506,818-269-8168,550006950,Open,Home Health Agency,Investor - Corporation,,2737,,,,,,
2024,2026-01-16T17:15:21Z,406193443,"BRILLIANT HOSPICE CARE, INC","6931 VAN NUYS BLVD, SUITE 331 A",VAN NUYS,91405,(818) 649-3028,550006679,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193448,"DIAMOND HOSPICE CARE, INC","6931 VAN NUYS BLVD, SUITE 316C",VAN NUYS,91405,8188493431,550006680,Open,Hospice,,,,,,,,,
2024,2026-01-16T17:15:21Z,406193449,DIRECT HOSPICE INC,"12444 VICTORY BLVD, SUITE 206",NORTH HOLLYWOOD,91606,8885066809,550006725,Open,Hospice,,,,19,130,599232,2248907,2848139,428814
2024,2026-01-16T17:15:21Z,406193450,"EAST VALLEY HOSPICE, INC.","10646 ZELZAH AVE, STE 201",GRANADA HILLS,91344,8186435050,550006728,Open,Hospice,,,,7,80,78448,1529223,1324911,-275507
2024,2026-01-16T17:15:21Z,406193451,HEALTHY WAY HOME HEALTH,"6741 VAN NUYS BLVD, SUITE 210",VAN NUYS,91405,818-392-6636,550007022,Open,Home Health Agency,Investor - Corporation,,1347,,,,,,
