state,facid,npi,hcai_id,license_number,facility_name,business_name,contact_email,license_status,license_effective_date,license_expiration_date,address,city,zip,county,phone,lat,lng,category_name,category_code,data_date,exported_at,source_file
CA,630023736,,406195441,550008114,"ALWAYS HERE HOME HEALTH CARE, INC.","ALWAYS HERE HOME HEALTH CARE, INC",ALWAYSHEREHOMEHEALTHINC@GMAIL.COM,ACTIVE,07/07/2025,07/06/2026,"1450 W COLORADO BLVD, SUITE 102",PASADENA,91105,LOS ANGELES,(626) 672-0151,34.140726,-118.179098,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630022273,,406193925,550007318,DA VINCI HOSPICE CARE INC,DA VINCI HOSPICE CARE INC,DAVINCIHOSPICECARE@GMAIL.COM,ACTIVE,11/30/2025,11/29/2027,"107 S FAIR OAKS AVE, SUITE 215",PASADENA,91105,LOS ANGELES,(626) 313-3540,34.143831,-118.1507625,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630012666,1629354808,406197519,550001481,"EXECUTIVE HOME HEALTH, INC.","EXECUTIVE HOME HEALTH, INC.",ELENA@EXECUTIVEHOMEHEALTH.COM,ACTIVE,04/19/2025,04/18/2026,"777 S ARROYO PKWY, SUITE 103",PASADENA,91105,LOS ANGELES,(626) 765-9202,34.132356,-118.147752,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020178,,406192923,550005761,"HH AND LL HOSPICE CARE, INC.","HH AND LL HOSPICE CARE, INC.",HHLLHOSPICE@GMAIL.COM,ACTIVE,09/24/2024,09/23/2026,"1492 W COLORADO BLVD, SUITE 220",PASADENA,91105,LOS ANGELES,(818) 743-2424,34.140663,-118.1796345,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020329,,406193048,550006122,"LL AND HH HOME HEALTH CARE, INC.","LL AND HH HOME HEALTH CARE, INC.",HOMEHEALTH21@YAHOO.COM,ACTIVE,03/04/2025,03/03/2026,"1492 W COLORADO BLVD, SUITE 210",PASADENA,91105,LOS ANGELES,(626) 365-1126,34.140663,-118.1796345,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630024167,,406196151,550008203,ONLY CARE HOME HEALTH,ONLY CARE HOME HEALTH,ONLYCAREHH@GMAIL.COM,ACTIVE,10/21/2025,10/20/2026,86 ORANGE PL,PASADENA,91105,LOS ANGELES,(818) 674-4442,34.14136801,-118.152031,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,980002281,1295870228,406196306,980001395,PASADENA HOME HEALTH CARE,PASADENA HOME HEALTH CARE,PASADENAHHC@EARTHLINK.NET,ACTIVE,05/02/2025,05/01/2026,"183 E GLENARM ST, UNIT 103",PASADENA,91105,LOS ANGELES,(626) 351-1300,34.12781501,-118.146033,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,980002282,1194882530,406197029,980001396,VIRGINIA HOME CARE AGENCY,"VIRGINIA HOME CARE, INC.",VIRGINIAHOMECAREINC@YAHOO.COM,ACTIVE,10/08/2025,10/07/2026,"1 WEST CALIFORNIA BLVD., SUITE 226",PASADENA,91105,LOS ANGELES,(626) 796-5296,34.136172,-118.151055,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020697,,406195598,550005998,"ANGELS ON EARTH HEALTHCARE SERVICES, INC.","ANGELS ON EARTH HEALTHCARE SERVICES, INC.",SONYA@SAVOY.HEALTH,ACTIVE,02/01/2025,01/31/2026,"1386 E WALNUT ST, SUITE 201",PASADENA,91106,LOS ANGELES,(626) 662-7017,34.14933,-118.121706,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630015263,1952711467,406191520,550003699,"ARBOR HOSPICE, INC.","ARBOR HOSPICE, INC.",ARBORHOSPICEINC@YAHOO.COM,ACTIVE,10/27/2024,10/26/2026,"1250 E WALNUT ST, SUITE 240",PASADENA,91106,LOS ANGELES,(888) 425-3330,34.149303,-118.124919,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021271,,406195439,550008122,"BEST MED HOME HEALTH, INC.","BEST MED HOME HEALTH, INC.",BESTMEDHOMEHEALTH@YAHOO.COM,ACTIVE,08/06/2024,08/05/2025,"1242 E COLORADO BLVD, SUITE C",PASADENA,91106,LOS ANGELES,(626) 486-2225,34.145703,-118.124748,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021353,,406195204,550007462,"BEST MED HOSPICE, INC.","BEST MED HOSPICE, INC.",BESTMEDHOSPICE@YAHOO.COM,ACTIVE,12/11/2023,12/10/2025,"1242 E COLORADO BLVD, SUITE E",PASADENA,91106,LOS ANGELES,(626) 714-0805,34.145703,-118.124748,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021790,,406194838,550006799,"COMMUNICARE HOSPICE, INC.","COMMUNICARE HOSPICE, INC.",INFO@COMMUNICAREHOSPICE.COM,ACTIVE,09/16/2025,09/15/2027,"936 E GREEN ST, SUITE 108",PASADENA,91106,LOS ANGELES,(626) 788-8093,34.144236,-118.1310345,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018782,,406192798,550005692,DILIGENT HOME HEALTH CARE AGENCY,DILIGENT HOME HEALTH CARE AGENCY,DILIGENTHOMEHEALTH@GMAIL.COM,ACTIVE,08/29/2025,08/28/2026,"960 E GREEN ST, SUITE 302",PASADENA,91106,LOS ANGELES,(661) 263-4414,34.14434601,-118.130167,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630024007,,406195422,550008036,FOREVER YOUNG HOME HEALTH,FOREVER YOUNG HOME HEALTH,4EVERYOUNGHH@GMAIL.COM,ACTIVE,06/17/2025,06/16/2026,"1055 E COLORADO BLVD, SUITE 5120",PASADENA,91106,LOS ANGELES,(626) 360-2004,34.146378,-118.128744,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020388,,406193645,550006929,"HEAVENLY LOVE HOSPICE, INC.","HEAVENLY LOVE HOSPICE, INC.",ZELDAANN1111@GMAIL.COM,ACTIVE,09/17/2023,09/16/2025,"183 N HILL AVE, SUITE 202",PASADENA,91106,LOS ANGELES,(626) 469-0962,34.14933,-118.121706,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630022319,,406196035,550007639,"HELPFUL HOSPICE SERVICES, INC.","HELPFUL HOSPICE SERVICES, INC.",HELPFULHOSPICES@GMAIL.COM,ACTIVE,10/01/2024,12/20/2025,"50 N HILL AVE, SUITE 305",PASADENA,91106,LOS ANGELES,(818) 394-0439,34.14696301,-118.121025,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630022041,,406190281,550007402,HOPE & CARE HOSPICE,HOPE & CARE HOSPICE,HOPECAREHOSPICE@GMAIL.COM,ACTIVE,11/30/2023,11/29/2025,"183 N HILL AVE, SUITE 204",PASADENA,91106,LOS ANGELES,(626) 314-3318,34.14933,-118.121706,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630022474,,,550007632,HOSPICE NUMBER 11 INC,HOSPICE NUMBER 11 INC,HOSPICENUMBER11@GMAIL.COM,ACTIVE,04/28/2025,12/17/2025,"1276 E COLORADO BLVD, SUITE 211",PASADENA,91106,LOS ANGELES,(669) 300-0003,34.14563,-118.12424,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630023745,,406195373,550007951,IMMENSE HOME HEALTH INC,IMMENSE HOME HEALTH INC,SANA@IMMENSEHOMEHEALTH.COM,ACTIVE,09/29/2025,04/13/2026,"1276 E COLORADO BLVD, SUITE 201",PASADENA,91106,LOS ANGELES,(747) 895-5063,34.145631,-118.1242395,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630025613,,406190188,550008942,"KEYS HOME HEALTH, INC.","KEYS HOME HEALTH, INC.",KEYSHOMEHEALTH@GMAIL.COM,ACTIVE,02/05/2025,02/04/2026,"222 E GLENARM ST, SUITE B3",PASADENA,91106,LOS ANGELES,(818) 641-9944,34.127334,-118.1454885,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021988,,406195487,550007763,POWER HOME HEALTH INC.,POWER HOME HEALTH INC,POWERHHINC@GMAIL.COM,ACTIVE,12/04/2023,12/03/2024,"183 N HILL AVE, SUITE 201",PASADENA,91106,LOS ANGELES,(626) 800-0133,34.14933,-118.121706,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021684,,,550007451,"QUALICARE HOSPICE, INC.","QUALICARE HOSPICE, INC.",INFO@QUALICAREHOSPICE.COM,ACTIVE,09/29/2025,12/13/2025,"924 E GREEN ST, SUITE 220B",PASADENA,91106,LOS ANGELES,(818) 433-4577,34.144254,-118.131201,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026921,,,550009256,"WE CARE 4 YOU HOME HEALTH, INC.","WE CARE 4 YOU HOME HEALTH, INC.",WECARE4YOURA@GMAIL.COM,ACTIVE,07/15/2025,07/14/2026,"1276 E COLORADO BLVD, SUITE 204",PASADENA,91106,LOS ANGELES,(818) 630-9996,34.145559,-118.124127,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020647,,406193132,550006231,"A1 QUALITY HEALTH CARE, INC.","A1 QUALITY HEALTH CARE, INC.",A1QUALITYHH@GMAIL.COM,ACTIVE,04/23/2025,04/22/2026,"2525 E COLORADO BLVD, SUITE 102",PASADENA,91107,LOS ANGELES,(626) 602-0274,34.146432,-118.097946,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,980002201,1033241773,406197064,980001322,"AGB HOME HEALTH, INC.","AGB HOME HEALTH, INC.",AGBHOMEHEALTH@GMAIL.COM,ACTIVE,11/16/2024,11/15/2025,"40 N ALTADENA DR, SUITE 200G",PASADENA,91107,LOS ANGELES,(310) 516-9255,34.146616,-118.097983,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630017991,,406191994,550004920,"ALAUNUS HOME HEALTH, INC.","ALAUNUS HOME HEALTH, INC.",ALAUNUSHH@YAHOO.COM,ACTIVE,08/29/2025,08/28/2026,"110 S ROSEMEAD BLVD, SUITE R4",PASADENA,91107,LOS ANGELES,(626) 427-0801,34.144497,-118.073097,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630024745,,406190295,550008412,ALL FOR YOU HOME HEALTH CARE,ALL FOR YOU HOME HEALTH CARE,ALLFORYOUHHC@GMAIL.COM,ACTIVE,03/02/2025,03/01/2026,"40 N ALTADENA DR, SUITE 200J",PASADENA,91107,LOS ANGELES,(818) 949-1031,34.14654,-118.0981035,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020156,,406190314,550006323,"ALL HEART HOSPICE, INC.","ALL HEART HOSPICE, INC.",ALLHEARTHOSPICE@GMAIL.COM,ACTIVE,04/27/2025,04/26/2027,"133 N ALTADENA DR, SUITE 307",PASADENA,91107,LOS ANGELES,(747) 251-4010,34.14843102,-118.099025,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020970,,406193193,550006241,"ALTADENA HOSPICE CARE, INC.","ALTADENA HOSPICE CARE, INC.",ALTADENAHOSPICECARE@YAHOO.COM,ACTIVE,05/03/2025,05/02/2027,"133 N ALTADENA DR, SUITE 385",PASADENA,91107,LOS ANGELES,(626) 380-2903,34.148529,-118.0992195,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630022465,,406195109,550007757,"AMERICAN EAGLE HOME HEALTH CARE, INC.","AMERICAN EAGLE HOME HEALTH CARE, INC.",AMERICANEAGLEHOMEHEALTH@GMAIL.COM,ACTIVE,01/06/2025,01/05/2026,"490 S ROSEMEAD BLVD, SUITE 4",PASADENA,91107,LOS ANGELES,(626) 550-0605,34.138035,-118.073034,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021595,,406193303,550007116,ANGEL OF MERCY HOSPICE,ANGEL OF MERCY HOSPICE,ANGELOFMERCYHOSPICE@GMAIL.COM,ACTIVE,10/29/2023,10/28/2025,"133 N ALTADENA DR, UNIT 260",PASADENA,91107,LOS ANGELES,(626) 926-4303,34.14843102,-118.099025,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630022476,,406195468,550007880,"ATLANTIC HOME HEALTH CARE, INC.","ATLANTIC HOME HEALTH CARE, INC.",ATLANTICAHOMEHEALTHCAREINC@GMAIL.COM,ACTIVE,03/10/2025,03/09/2026,"490 S ROSEMEAD BLVD, SUITE 6",PASADENA,91107,LOS ANGELES,(626) 800-0137,34.138035,-118.073034,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020194,,406194809,550006050,"ATRIUM HOSPICE, INC.","ATRIUM HOSPICE, INC.",ATRIUMHOSPICEINC@GMAIL.COM,ACTIVE,02/06/2025,02/05/2027,"133 N ALTADENA DR, SUITE 301",PASADENA,91107,LOS ANGELES,(626) 469-0020,34.14843102,-118.099025,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021885,,406195852,550008002,AUXILIUM HOME HEALTH INC,AUXILIUM HOME HEALTH INC.,AUXILIUMHH@GMAIL.COM,ACTIVE,05/27/2025,05/26/2026,"2525 E COLORADO BLVD, SUITE 106",PASADENA,91107,LOS ANGELES,(626) 376-9271,34.14654,-118.0981035,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021997,,406193387,550007156,"BELOVED HOME HEALTH, INC.","BELOVED HOME HEALTH, INC.",4BELOVEDHH@GMAIL.COM,ACTIVE,10/13/2025,10/12/2026,"2500 E FOOTHILL BLVD, SUITE 203",PASADENA,91107,LOS ANGELES,(800) 893-5003,34.149384,-118.097973,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630025665,,406197914,550008828,BLOSSOM HOME HEALTH CARE SERVICES INC,BLOSSOM HOME HEALTH CARE SERVICES INC,BLOSSOMHHC21@GMAIL.COM,ACTIVE,11/22/2024,11/21/2025,"2525 E COLORADO BLVD, SUITE 105",PASADENA,91107,LOS ANGELES,(747) 377-1719,34.14654,-118.0981035,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020656,,406193914,550007339,"BLUE RIVER HOSPICE, INC.","BLUE RIVER HOSPICE, INC.",BLUERIVERHOSPICE@GMAIL.COM,ACTIVE,11/19/2025,11/18/2027,"171 N ALTADENA DR, SUITE 235",PASADENA,91107,LOS ANGELES,(818) 921-3177,34.149032,-118.098928,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021474,,406193149,550006507,"CAREGENICS HOME HEALTH, INC.","CAREGENICS HOME HEALTH, INC.",INFO@CAREGENICSHEALTH.COM,ACTIVE,07/06/2025,07/05/2026,2058 E VILLA ST,PASADENA,91107,LOS ANGELES,(626) 314-5575,34.154353,-118.107859,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018936,1417511049,406192487,550005230,"COLORADO HOME HEALTH CARE, INC","COLORADO HOME HEALTH CARE, INC",COLORADOHOMEHEALTHCARE@YAHOO.COM,ACTIVE,01/09/2023,01/08/2024,"2525 E COLORADO BLVD, SUITE 112",PASADENA,91107,LOS ANGELES,(626) 328-4446,34.146432,-118.097946,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630016567,1083072326,406191012,550004264,"CONTINUUM CARE HOSPICE, INC.",CONTINUUM CARE HOSPICE INC,CONTINUUM2500@GMAIL.COM,ACTIVE,04/19/2020,04/18/2022,"133 N ALTADENA DR, SUITE 401",PASADENA,91107,LOS ANGELES,(626) 460-8239,34.148457,-118.099215,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021968,,406193186,550007018,EARLY BIRD HOME HEALTH,EARLY BIRD HOME HEALTH,4EARLYBIRDHH@GMAIL.COM,ACTIVE,12/11/2024,10/20/2025,3827 E COLORADO BLVD,PASADENA,91107,LOS ANGELES,(818) 287-0066,34.14701293,-118.0699174,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021961,,406193898,550007213,"FINE CHOICE HOSPICE, INC.","FINE CHOICE HOSPICE, INC.",INFO.FINECHOICEHOSPICE@GMAIL.COM,ACTIVE,05/23/2024,11/17/2025,"133 N ALTADENA DR, SUITE 250",PASADENA,91107,LOS ANGELES,(747) 291-0922,34.14843102,-118.099025,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630013748,1457871287,406197984,550002617,"GENERATIONS HEALTHCARE AGENCY, INC.","GENERATIONS HEALTHCARE AGENCY, INC.",GENERATIONSHEALTH@YAHOO.COM,ACTIVE,03/19/2025,03/18/2026,"110 SOUTH ROSEMEAD BOULEVARD, SUITE J",PASADENA,91107,LOS ANGELES,(818) 655-0500,34.14450246,-118.0731064,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021166,,406193605,550006527,GENTLE CARE HOSPICE SERVICES CORP.,GENTLE CARE HOSPICE SERVICES CORP.,GCAREHOSPICE@GMAIL.COM,ACTIVE,07/07/2025,07/06/2027,"490 S ROSEMEAD BLVD, SUITE 3",PASADENA,91107,LOS ANGELES,(818) 859-5666,34.138035,-118.073034,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,980002417,1326272766,406196465,980001527,GRANDCARE HOME HEALTH SERVICES,"MSJ HEALTHCARE, LLC",CREDENTIALING@GRANDCAREHEALTH.COM,ACTIVE,07/27/2025,07/26/2026,"3452 E FOOTHILL BLVD, SUITE 130A",PASADENA,91107,LOS ANGELES,(866) 554-2447,34.149159,-118.078389,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021758,,406193668,550006886,"HEARTFUL HOSPICE CARE, INC.","HEARTFUL HOSPICE CARE, INC.",SAHAKYANSURO@GMAIL.COM,ACTIVE,10/01/2025,09/30/2027,"2500 E FOOTHILL BLVD, SUITE 206",PASADENA,91107,LOS ANGELES,(818) 795-9269,34.149384,-118.097973,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630013346,,406197769,550002036,"HOLY CROSS HOSPICE, INC.","HOLY CROSS HOSPICE, INC.",OFFICE@HCHOSPICE.ORG,ACTIVE,11/14/2024,11/13/2026,"28 N OAK AVE, SUITE 201",PASADENA,91107,LOS ANGELES,(626) 283-6588,34.146468,-118.1073195,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630027914,,,550009988,HOT DESERT HOME HEALTH CARE,HOT DESERT HOME HEALTH CARE,HOTDESERTCARE@YAHOO.COM,ACTIVE,10/10/2025,04/09/2026,"2500 E FOOTHILL BLVD, SUITE 401E",PASADENA,91107,LOS ANGELES,(707) 907-1007,34.14964317,-118.0984168,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018117,,406191762,550004708,HUNTINGTON HOME HEALTH AGENCY,HUNTINGTON HOME HEALTH AGENCY,HUNTINGTONHH@GMAIL.COM,ACTIVE,05/21/2025,05/20/2026,"171 N ALTADENA DR, UNIT #255",PASADENA,91107,LOS ANGELES,(626) 365-1423,34.148934,-118.0988955,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630022372,,406195515,550007285,IMPETUS HOME HEALTH CARE,IMPETUS HOME HEALTH CARE,IMPETUSHHA@GMAIL.COM,ACTIVE,10/26/2024,10/25/2025,"133 N ALTADENA DR, SUITE 309",PASADENA,91107,LOS ANGELES,(626) 644-9186,34.148529,-118.0992195,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021361,,406194879,550007335,LIBERTY HOSPICE SERVICES INC,LIBERTY HOSPICE SERVICES INC,LIBERTYHOSPICESERVICES@YAHOO.COM,ACTIVE,11/13/2023,11/12/2025,"28 N OAK AVE, SUITE 203",PASADENA,91107,LOS ANGELES,(626) 469-0478,34.146468,-118.1073195,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020512,,406193037,550006249,LIVERPOOL HOME CARE SERVICES,LIVERPOOL HOME CARE SERVICES,LIVERPOOLHCS@GMAIL.COM,ACTIVE,03/19/2025,03/18/2026,"2828 E FOOTHILL BLVD, SUITE 202 B",PASADENA,91107,LOS ANGELES,(626) 710-3635,34.14924,-118.092276,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020591,,406195290,550006616,MAXIMUM HOME CARE SERVICES,MAXIMUM HOME CARE SERVICES,MAXIMUMHCS@GMAIL.COM,ACTIVE,08/06/2025,08/05/2026,"2828 E FOOTHILL BLVD, SUITE 202A",PASADENA,91107,LOS ANGELES,(626) 529-3248,34.14924,-118.092276,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,980002298,1871963140,406196325,980001413,"MED CARE PLUS HOME HEALTH, INC.","MED CARE PLUS HOME HEALTH, INC.",MCPHHINC@YAHOO.COM,ACTIVE,02/09/2025,02/08/2026,"490 S ROSEMEAD BLVD, SUITE 9",PASADENA,91107,LOS ANGELES,(626) 796-0534,34.138035,-118.073034,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,980001495,1598763468,406194724,980000897,"MLH HEALTHCARE, INC.","MLH HEALTHCARE, INC.",MLHHEALTHCAREINC@GMAIL.COM,ACTIVE,08/28/2025,08/27/2026,"2555 E COLORADO BLVD, SUITE 203",PASADENA,91107,LOS ANGELES,(626) 457-1874,34.14654,-118.0981035,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,980002396,1790870491,406191512,980001506,"N & D HEALTHCARE SERVICES, INC.","N & D HEALTHCARE SERVICES, INC.",INFO@GRANDCAREHEALTH.COM,ACTIVE,12/02/2024,12/01/2025,"3452 E FOOTHILL BLVD, SUITE 700N",PASADENA,91107,LOS ANGELES,(866) 554-2447,34.149159,-118.078389,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630028054,,,550009902,"NOVEENA HOME HEALTH, INC.","NOVEENA HOME HEALTH, INC",NOVEENAHEALTH@GMAIL.COM,ACTIVE,07/18/2025,01/17/2026,"171 N ALTADENA DR, SUITE 220",PASADENA,91107,LOS ANGELES,(818) 660-5682,34.149032,-118.098928,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026117,,,550009410,"PARTNERS IN CARE HOME HEALTH, INC","PARTNERS IN CARE HOME HEALTH, INC",PARTNERSICHH@GMAIL.COM,ACTIVE,10/02/2025,10/01/2026,"2525 E COLORADO BLVD, SUITE 104",PASADENA,91107,LOS ANGELES,(818) 659-9334,34.14654,-118.0981035,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630024028,,406195484,550008123,PRIMA CARE HOME HEALTH INC,PRIMA CARE HOME HEALTH INC,PRIMACAREHOME@GMAIL.COM,ACTIVE,08/16/2025,08/15/2026,"2500 E FOOTHILL BLVD, SUITE 508",PASADENA,91107,LOS ANGELES,(626) 262-4402,34.149384,-118.097973,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
